"OTU","pvalues","model","score","g1","g2","g1vsg2","adj_pvalues","hlevel"
"ef26904830b91caa86a460c041c77fd4",0.00119640625112728,"zinb",359.022691140843,1,0,"1_vs_0",0.0107676562601456,"phylum"
"3ab61ffb86b753b43f425d630a87e7a1",0.0322009887187578,"zinb",407.887409945235,1,0,"1_vs_0",0.0966029661562734,"phylum"
"9aa3baf0e1ca0d9f7c5b119e42c52153",0.614605719750166,"zinb",434.514741150501,1,0,"1_vs_0",0.614605719750166,"phylum"
"183d7a6a20b38695342d58bce245f3be",0.131018886840831,"zinb",325.999787209835,1,0,"1_vs_0",0.235833996313496,"phylum"
"777bf3ba74100b7a4dbd872959a84eeb",0.393328785160637,"zinb",259.047672658948,1,0,"1_vs_0",0.442494883305717,"phylum"
"ae71c2e538a51e571a12a1d35ecb3975",0.26242941387255,"zinb",152.28474187525,1,0,"1_vs_0",0.337409246407565,"phylum"
"f50d1d42a442560b41612992aa2a07c3",0.0131035230309956,"zinb",194.650008306451,1,0,"1_vs_0",0.0589658536394803,"phylum"
"54990f8a1d19297ca852c5f1a8077299",0.166874543641052,"zinb",194.98357120312,1,0,"1_vs_0",0.250311815461578,"phylum"
"36b0b251d44111826aa72760204004f9",0.122637026544873,"zinb",70.2305406777108,1,0,"1_vs_0",0.235833996313496,"phylum"
"ef26904830b91caa86a460c041c77fd4",0.185917244702336,"zinb",248.590608858652,1,0,"1_vs_0",0.429039795466929,"order"
"3ab61ffb86b753b43f425d630a87e7a1",0.032199428435999,"zinb",407.885841938651,1,0,"1_vs_0",0.221518643226264,"order"
"9aa3baf0e1ca0d9f7c5b119e42c52153",0.615062196429016,"zinb",434.51741619454,1,0,"1_vs_0",0.73807463571482,"order"
"30d87e91be256a2b5f96b636ef04cda2",0.875510013116132,"zinb",387.135381649017,1,0,"1_vs_0",0.905700013568413,"order"
"183d7a6a20b38695342d58bce245f3be",0.131068170063372,"zinb",326.000013369498,1,0,"1_vs_0",0.357458645627377,"order"
"4f75b2e18a41280d3a51b71dfd217114",0.223707812598279,"zinb",198.128441535844,1,0,"1_vs_0",0.47937388413917,"order"
"a1383ebba0a369e5027e252e0f7587c3",0.0750544592775513,"zinb",218.657759147897,1,0,"1_vs_0",0.357458645627377,"order"
"c1f83bd0eac0f5b9b6bb409c55d831e0",0.829595442287746,"zinb",415.865892996621,1,0,"1_vs_0",0.888852259594014,"order"
"218d7fe9eb2b82133c504cb4c7ab8076",0.036919773871044,"zinb",328.959215809159,1,0,"1_vs_0",0.221518643226264,"order"
"777bf3ba74100b7a4dbd872959a84eeb",0.393295809748135,"zinb",259.046692708151,1,0,"1_vs_0",0.624677696470399,"order"
"fe1644129eb6fb34078f939c04915813",0.0314019056857277,"zinb",302.389409055819,1,0,"1_vs_0",0.221518643226264,"order"
"2717c55a33435a4cf9c4953837bac9f4",0.814215505642235,"zinb",343.742421580111,1,0,"1_vs_0",0.888852259594014,"order"
"d28313e755b0d735a3f5db93b60345b9",0.277846981034252,"zinb",213.185824538002,1,0,"1_vs_0",0.513780647532019,"order"
"ae71c2e538a51e571a12a1d35ecb3975",0.262427230100123,"zinb",152.284135911242,1,0,"1_vs_0",0.513780647532019,"order"
"7564945495f0d840065ec35193e54153",0.000417100562823301,"zinb",163.143281008857,1,0,"1_vs_0",0.012513016884699,"order"
"032fc3717d8136fccddb555b0aa201a3",0.172227949346261,"zinb",194.582765760117,1,0,"1_vs_0",0.429039795466929,"order"
"bd5234b0aaa60ba523cb74655725193c",0.908373583509018,"zinb",89.425257223272,1,0,"1_vs_0",0.908373583509018,"order"
"f50d1d42a442560b41612992aa2a07c3",0.0131356998076087,"zinb",194.653048562214,1,0,"1_vs_0",0.19703549711413,"order"
"f0b52d5da8a6dfae05a2c3125f970408",0.584485189305811,"zinb",228.692964331798,1,0,"1_vs_0",0.73807463571482,"order"
"d0fae733b7242a6aa4da9bb089246416",0.516141659941983,"zinb",194.623263781153,1,0,"1_vs_0",0.737345228488548,"order"
"220a9561f31211deb4aed7c6805ac8e8",0.395629207764586,"zinb",183.90537215568,1,0,"1_vs_0",0.624677696470399,"order"
"5b453df6de22132fb2563df13a7731f3",0.592610187314207,"zinb",116.996992058762,1,0,"1_vs_0",0.73807463571482,"order"
"d730e96249a0e8a57ac0afbe9d7e29e5",0.723869098325388,"zinb",81.1686634921201,1,0,"1_vs_0",0.835233574990833,"order"
"54990f8a1d19297ca852c5f1a8077299",0.419629846111016,"zinb",169.130092365561,1,0,"1_vs_0",0.629444769166524,"order"
"64b2878acd46b25aa1c29c807aafa506",0.563409305679707,"zinb",68.9450053662194,1,0,"1_vs_0",0.73807463571482,"order"
"36b0b251d44111826aa72760204004f9",0.123046781841053,"zinb",70.2347028054391,1,0,"1_vs_0",0.357458645627377,"order"
"9254799d4a8b65d9ecf85599fec186e3",0.291142366934811,"zinb",155.470388693965,1,0,"1_vs_0",0.513780647532019,"order"
"8469df96133113f92939d40d2c28b015",0.0999611550433831,"zinb",87.8895660883589,1,0,"1_vs_0",0.357458645627377,"order"
"5f1df7c6a1ef58d2e5c8343cdde3eac3",0.103321180597162,"zinb",77.2846001592897,1,0,"1_vs_0",0.357458645627377,"order"
"88405aaacec2909224b83feb41e70da6",0.123563453136743,"zinb",31.0702928256619,1,0,"1_vs_0",0.357458645627377,"order"
"6a2635af5e61db824708f2a95508a4b5",0.405105123539521,"zinb",555.065723886329,1,0,"1_vs_0",0.68812377149179,"genus"
"ef26904830b91caa86a460c041c77fd4",0.185369686006644,"zinb",248.650498197005,1,0,"1_vs_0",0.496727262284853,"genus"
"ef868a9f9181104c630bce11a89cffee",0.266958034105806,"zinb",412.093838981691,1,0,"1_vs_0",0.601869022347635,"genus"
"8a76ae8f05f80339a90912b26ea25f46",0.748206229590852,"zinb",530.676888803234,1,0,"1_vs_0",0.892445091509177,"genus"
"3ab61ffb86b753b43f425d630a87e7a1",0.0328545661597277,"zinb",407.801807541545,1,0,"1_vs_0",0.214419273884539,"genus"
